CityID,X,Y
102787,2416301,2722303
147211,2652228,1530245
58694,4506742,2931843
22342,4468463,229596
193019,4152331,2867365
18935,1794822,365511
124797,1901054,3258379
121237,4941366,2081505
9876,4740923,3076370
146811,4994236,3277398
154243,4150465,2765684
84719,4675817,2793631
118374,3478464,321471
97390,4711365,2986762
173706,4025218,3343290
142709,4868960,1765433
92900,4635182,2209775
1955,4391670,2855313
39327,1434969,958019
171238,99488,2389728
185647,1454873,959877
60252,4633652,2070634
185727,3971731,697198
65273,1678379,3271105
37004,3172651,1554316
47669,3544027,2913779
99690,4652345,3362353
24921,5032099,3309360
44217,4114467,2877302
194616,2036645,517705
133560,2509071,146894
148556,964270,1302221
54456,4856562,1630946
141089,2493829,1455363
56462,533311,2793944
94769,3757489,1196732
6745,1156256,1190201
97274,3195688,1717757
147596,2662006,985029
100145,1117001,3020077
188445,312978,2105437
96270,3020142,419421
130313,4470211,132650
50379,690760,1057709
175024,2886693,2772237
17069,4240820,3394975
44715,2551136,710329
38255,2204173,1395252
142969,889824,1617388
40659,2793592,379264
6155,1059235,3238990
128396,2521344,1100445
118506,4785006,2400190
66978,1283146,2975155
117865,4361634,1723756
148755,4315152,1012497
29000,3450112,1779632
162991,4250963,2479629
20817,4862150,2694644
166668,3029681,1348273
76973,4588300,667512
56085,1479015,3271544
160593,561195,2947167
20959,4376138,628580
48383,4781067,3181001
113276,513785,1202646
143103,436023,3280722
143889,1309133,1203222
109656,4389215,1827105
94772,2559023,2033758
91241,2550418,3013364
15948,3454398,1803731
130574,3365759,2998032
75159,372292,3182117
181105,1581370,1250892
806,203257,3139631
116333,2173129,2066053
151246,2876260,1765730
13152,1714493,2044936
171781,3028129,201342
752,1075240,1139369
89811,3016101,1595031
59362,1238538,269483
169721,1077318,2038755
166068,4280469,2484171
69384,3136204,1580274
32263,560161,2273423
74466,1601849,2483989
85038,2018483,2706758
138674,681737,2259280
34070,1779136,1146042
138019,4595970,3111593
170407,243200,3171297
137828,2330786,1095551
121443,2511936,1278345
69727,3330272,1045847
41596,2322481,2335097
161400,2314981,2125932
20417,4414196,2206252
30322,134532,2771261
51079,3622272,2479590
35849,2582933,1256813
49790,816974,1697453
141312,4628367,940373
54758,2531320,3310434
116346,2267133,565851
30463,2529414,209023
161484,1353167,2643599
82629,4279399,1850709
5357,3383842,910273
130222,4470783,1105655
79824,4464367,115649
50488,1707007,2124852
168761,4057948,726687
163736,4406039,138485
74585,1820970,3003758
50290,1049555,2687632
18590,4482775,459844
46934,1669408,1236143
131461,2139009,768802
100826,825835,669327
14424,2655167,437990
158007,3789258,3388206
109188,1899239,2763811
124060,676063,2578787
87159,3608431,704251
82113,2190060,1314539
169950,1789425,2288542
84387,3496216,434822
184479,5075211,3259935
2419,223163,2953865
160957,3472363,3332285
49019,2932709,1287643
53031,4612890,2035523
1775,1627693,3230441
119591,2231287,82794
128121,3026998,1393755
82382,4669017,2834838
180986,2887839,436601
155088,959502,2156527
89479,2878157,717142
35058,3607399,3174958
175787,4858639,2901824
8277,2957205,1513061
95383,4974422,2206147
115046,4116552,2769550
66572,5020033,3329074
34009,4257817,1850719
121605,3128465,1945816
129255,3953665,2907932
165453,944535,2716128
72057,2491588,539112
167190,438109,1243158
193470,2225056,1269309
181534,4999207,1619119
146893,3531499,2461852
173121,4736081,2786687
123402,3661323,2225575
