CityID,X,Y
46062,1990812,38410
134051,4078331,2197597
95450,3407675,2115388
32191,4105566,2909364
11484,1191831,3016151
163206,2253778,200482
23282,3073384,1585742
102164,4660201,1754640
175015,4944851,2726524
113990,4721952,2581404
101698,1626956,1442266
95762,969635,606657
86748,4315811,178695
130544,3756084,3234929
123413,4253341,3173242
146826,1805138,2728470
114310,5053491,3232019
126225,3401418,148415
161614,189925,2964319
25467,787634,844451
31069,3019574,204362
15795,1297346,2892622
141235,3650944,2419230
133549,2838266,235324
197008,3526226,441940
176691,2775513,98429
27019,188162,2806013
193458,3543937,2501691
88559,4882061,2267255
98192,699634,1116032
188728,2000194,2768448
95613,1492353,2709563
177146,2697583,3107726
164328,3018561,1161392
193481,2978090,473632
169539,1037313,1600900
185467,3726354,1846537
7251,2575427,1714538
178262,2028200,570375
68719,4455689,2295227
127148,206062,2232868
127294,2652803,2063780
2261,1484191,2541550
181622,4668712,2344238
100500,4961914,2253298
154587,3066464,1548797
55840,4588912,676128
8184,1189249,2370036
79778,978147,501240
46589,3581012,2097406
107630,2987987,883148
80543,2539533,3370052
170367,2317922,2294168
178125,2110081,586221
45358,2199916,1387473
113385,4474222,1894741
123099,3624210,2861484
58265,4372324,1698448
195425,4622862,1528323
51815,2322087,2775729
174006,3885698,2880567
153909,463470,3079657
146888,308418,3335865
160343,262782,2568990
21352,4627391,855448
34330,256675,2166018
85603,2268578,3335430
129154,2582730,2029813
175954,4600865,1325544
8052,597415,2578711
108847,2141333,142514
177373,121418,3028994
97313,939008,3065894
23074,4417210,1498437
53156,2941475,2462789
10489,3723173,586040
108044,785554,1405242
85244,325133,3069684
152288,3008004,1280690
102603,3787330,2537276
4819,4593851,2578630
159007,3661656,3285781
171465,4289916,3199062
102808,4547472,2708719
195017,2138542,427451
93993,5061335,138111
91509,4673281,3354717
153588,4246242,2927686
8639,3728438,2509429
33535,2362257,1304099
88674,4306144,3290403
107195,3519724,873829
176483,577411,3363306
6616,5093826,3107273
13574,3019403,1179544
5593,2199755,33619
72718,4012434,776788
50120,4948145,2497037
62744,1280263,2586365
25386,2569444,1214347
49190,1272101,3091615
73048,1528142,1217165
184426,4767270,2475701
68263,4386112,979705
87630,2975304,3226965
8596,3004961,1709667
78246,2731415,996000
84047,2534711,1725462
36587,1161956,2917612
37770,2221878,2212111
135459,1416234,889259
141028,2150491,539678
63793,2486066,4615
112654,4730391,2557399
86606,2032890,405499
136099,4967155,3232674
48341,2541803,1730219
102119,4301155,493664
165025,2549607,2160524
177757,1263080,3388110
174867,2725780,92470
164050,4379873,1812298
75924,3537535,2204409
15946,1027128,3022796
75364,2675199,1464377
178789,5096961,3350661
93937,4527344,1261365
41515,2057228,470549
118516,1019753,1687527
182591,511241,1187453
157804,4843043,3211567
106174,884891,417392
79088,144125,2995972
75931,1238239,143988
43384,1749259,2134703
108528,4597714,1013854
120080,4388059,3019628
181516,2628054,1344205
144458,362944,2667736
182621,2536843,379595
114532,4463913,1084086
189690,4040795,2654608
86004,1816143,3322940
36378,5086357,3072564
163929,670853,3325409
26831,3845297,1946485
121461,1699304,1255828
5116,2102844,506463
80753,1775747,2159707
39735,2429182,340083
85782,1113080,1585170
