CityID,X,Y
37118,98924,2896401
57266,753282,873752
77869,1253100,2991963
165083,2143190,567825
197033,2622177,602492
101210,4791149,2868467
123445,4373115,479292
11601,4586297,766288
88175,886805,2430268
166521,4060339,2398339
176433,2523857,127513
1276,2420406,1304623
189724,311370,2327824
24157,4375198,1298931
118001,1694434,1496965
190808,2622215,1273588
105841,1972875,1810785
147555,2378826,308550
190386,562290,2922057
39610,4452390,1556593
39716,4758938,2478845
17320,2746499,2726470
120883,4436195,2430509
49959,4252019,189369
85446,293038,1937736
33434,398051,2269853
164003,2447568,3167845
195144,499287,1257641
190172,4542981,737616
65253,2083399,138235
93742,4453399,1777624
122056,1195999,2538250
83289,4565007,89377
162457,2512062,1927519
146119,5086030,2330172
134987,4529966,1523793
68293,882447,3145112
136820,159182,2531684
85426,3719622,1982568
5367,4368896,1841153
182532,4590360,1210559
195863,2159876,1802886
162424,3325201,2064326
183901,4896089,3078008
106827,964108,2679828
6941,1343269,2906804
154060,216238,2895532
166598,3074233,1496091
146748,1760589,2194596
163371,314139,3358734
168718,3434849,322746
109251,4516093,1919680
11208,403465,1383560
66986,869338,601088
35493,4631143,2436238
7404,1595397,3393976
34846,3337779,2712253
136758,2467843,1195682
180517,3137124,877032
46753,557788,3203901
195494,1191598,161961
26437,3031353,444610
51755,3158755,1266819
80153,2558651,1706462
129070,72930,3227814
192037,799902,2598272
163881,2422002,1500373
5749,2354222,1392167
73675,238848,2882805
136023,5069415,2767125
28932,4574522,2960052
113026,906931,799324
137497,2808947,1942923
92650,1655412,764475
74805,3023286,224057
98868,4317367,609267
154233,2362600,1468223
32448,4035411,2394898
143880,991116,1449965
77582,4954191,2673079
141778,3885899,2011139
192536,4380052,2086255
25394,3015461,2655417
92371,4244670,2282761
86870,4844565,2208766
17944,3528267,1674532
186748,699771,3387709
160183,4624183,1572856
20279,2976226,344146
90022,4134096,3112259
49668,1721007,2127835
130505,3818082,2586251
102577,1119964,1678491
83543,1432297,3012017
117502,4023719,2582717
23219,1851671,2619671
12905,4246425,2201888
151584,4409833,1631908
140994,2952965,2392656
9120,2887340,880319
194956,4370189,3318759
134417,2441860,2597788
48248,4249653,2496514
25011,4618070,1416015
3149,306314,3091548
11891,3477316,2604078
159925,2441966,7556
116796,1994187,1443554
139359,4521936,1428635
101331,4711038,2133773
98205,4321413,20402
144156,2203712,1141251
46008,1122981,2913873
70450,1344103,930426
57396,2363978,1490956
19807,2997928,799510
65613,2258422,577556
131963,2945268,810595
176544,2462315,3163220
5395,4409179,2526759
62966,2736203,1676515
17322,3349000,2818594
86835,4608255,1851049
91435,219597,2241307
157030,3652960,1141486
132003,2851058,1649672
123724,1218242,3086329
153563,5091920,3173881
84335,2979431,1600371
125092,3526028,360714
176208,2267376,1744984
128841,4875848,2222234
126733,5064261,2666642
10571,2004741,1684981
181026,3957637,2693727
48739,4394498,1599680
56270,1070845,3309936
68406,4588008,2461431
119212,1932972,2077747
28109,4518870,1748953
176400,2752046,1657330
164322,2627783,1211328
13601,1333162,1269702
31450,2403296,1369160
55067,3445734,2305894
104902,1270581,3164656
136558,4182656,2275851
183012,2693498,1484316
106656,2189072,339777
8230,4636028,2245486
22209,4553895,2362605
144022,2501979,1119473
31522,1877936,624068
177146,2697583,3107726
9533,4428269,1146901
42035,2341242,2122816
64362,2494292,3040783
109876,419897,2675949
30282,4337017,1946029
155029,445096,1078557
80937,3602090,1735540
168280,4047077,1968749
77368,3687634,1369881
54833,560294,3185467
28946,1120858,2466604
76671,2661039,1402276
135880,2801671,789610
104088,4509954,1741850
44624,1214881,2895406
148380,192792,2407016
130603,2937242,2575792
138222,850711,483258
35642,4551973,809569
129788,2838858,332313
33538,2451617,3389187
143034,2213370,1889267
157267,4305281,3298018
138177,2713749,1929905
79150,2950283,1641188
176696,3453129,2020171
123857,4288021,746516
86084,3062864,129285
22290,4995454,2875874
87731,441019,3271196
137646,2240130,1915400
128847,3009162,1028113
138044,4129528,2671279
157370,4325119,1662006
153209,3345562,3386799
127722,877548,734728
139086,2880881,500418
21331,1500844,983360
56730,4332913,892190
192816,4911601,3059427
100690,2230137,1705959
135176,3182792,2542772
95207,4683992,3110593
194963,757960,3030488
100851,3066534,2826745
72324,2037262,2937515
11034,4298302,2427895
