instance,method,total_distance,cost,processing_time,num_vehicles,mean_route_length,std_route_length,min_route_length,max_route_length,mean_customers_per_route,std_customers_per_route,min_customers_per_route,max_customers_per_route,coef_variation_length,distance_per_second,cost_per_second
vpr1101_41_1_results.json,clarke_wright_savings,601020.27,504857.03,1.0937306880950928,41,14659030.981207315,5364744.449373392,5470607.587665379,29604191.313343592,26.829268292682926,7.90462180031833,16,50,0.3659685593304854,549513.9494044672,461591.72042551846
vpr1101_41_1_results.json,genetic_algorithm,261032.03,219266.9,796.4754672050476,41,6366634.839714701,2117928.0070999996,2715469.466281157,13489724.455628056,26.829268292682926,0.3762743565985735,26,27,0.33266051225185506,327.7339237026355,275.2964893814502
vpr1101_41_1_results.json,grasp,730853.06,613916.57,198.16562342643738,41,17825684.490613714,1103007.1924361675,15476758.369166354,20138959.32058945,26.829268292682926,0.3762743565985735,26,27,0.0618774102625325,3688.092048272468,3097.9973185303593
vpr1101_41_1_results.json,nearest_neighbor_algorithm,846547.4,711099.81,0.014429569244384766,41,20647497.472778514,2166581.2821398783,16579537.043158757,26616030.881452587,26.829268292682926,0.3762743565985735,26,27,0.10493190688102907,58667544.79378738,49280737.21096858
vpr1101_41_2_results.json,clarke_wright_savings,708703.86,595311.24,1.1279504299163818,41,17285459.994812526,3921692.8930196576,7594165.842512787,24934084.958132703,26.829268292682926,3.370622284765177,19,33,0.22687813307812357,628311.175033231,527781.384900161
vpr1101_41_2_results.json,genetic_algorithm,344553.84,289425.23,795.1529459953308,41,8403752.263087116,2692923.326204475,3225265.916864163,13130534.306749947,26.829268292682926,0.3762743565985735,26,27,0.3204429690333625,433.3176928228639,363.98686750473223
vpr1101_41_2_results.json,grasp,754758.34,633997.01,230.23676300048828,41,18408740.02929673,1238660.434240674,15441698.878226234,20709257.425496276,26.829268292682926,0.3762743565985735,26,27,0.06728654064696434,3278.1834237236876,2753.67409503866
vpr1101_41_2_results.json,nearest_neighbor_algorithm,863852.3,725635.93,0.014373779296875,41,21069568.17944752,2859129.940542574,15719831.204476504,27757120.251094434,26.829268292682926,0.3762743565985735,26,27,0.135699503482541,60099176.57409767,50483308.18309979
vpr1101_44_2_results.json,clarke_wright_savings,606474.12,509438.26,1.1664655208587646,44,13783502.625378443,4582156.673079009,6201366.084681297,28114350.642768983,25.0,6.193838580689391,15,45,0.33243775530918074,519924.60056042386,436736.66378492356
vpr1101_44_2_results.json,genetic_algorithm,259449.46,217937.54,797.2950706481934,44,5896578.5269758105,1992219.3380061379,3165707.9223489463,14993491.009454602,25.0,0.0,25,25,0.3378602233298657,325.4120959120819,273.34615253900773
