CityID,X,Y
91792,3538304,685054
28985,495184,2072427
90575,1843416,2513192
15249,1323962,1284874
111422,5007444,2302959
148409,4179459,1954589
28846,4705143,3306650
163935,3711083,2077172
179501,2164797,2504937
20395,1085765,1552505
129827,3950839,3369807
90658,4552286,1555642
57960,4745851,3195702
114107,2047915,119538
33196,4355972,1222200
177765,1748305,1182298
139196,4276689,3245994
120300,4540690,125530
98758,4351947,1001750
57553,1917888,3321435
25351,394694,1422144
71279,2959419,1073513
181477,1657087,740418
92856,1147293,379611
187423,3331812,2209638
135556,436242,2136522
124278,111353,2286463
87089,4344876,1325562
187945,2583061,349322
175148,1409774,2370053
169627,4584980,1346642
181403,2984355,621151
120593,3964524,2710403
121087,2213760,1702009
94322,4814955,2351889
27588,517337,2697098
192070,1199684,881516
41791,2327095,545458
190554,1381515,2730245
91412,2927010,1486431
88797,2745093,3255285
51138,3909972,2164982
189228,865895,447263
35869,4656346,1728549
118704,2965095,2114937
153369,4394201,1069269
145087,2176441,210394
24644,3400899,2515477
81645,701924,3202812
150769,3656784,2554480
137918,525299,2135458
88781,4412405,68362
155888,2748579,8849
158074,463118,3347354
140991,3749668,2790612
28318,1210875,2556697
170470,3680893,2896239
124725,4800899,2471172
75453,4036196,2691306
76810,994578,3237728
188191,3799898,1080502
59952,4674072,3149726
13708,4810476,3176641
92887,845464,2550552
73319,2271874,2191555
10207,3535521,447862
48058,2358838,408417
5133,4864017,1934982
123074,1097110,2961527
20731,1674545,2154072
196881,2215947,1075703
141389,4451844,268390
73729,646026,2601356
45092,729428,848362
43999,415199,1511642
165866,4381197,2169125
128382,4309058,2076815
187480,4174611,2495556
103426,4290623,211961
135897,858229,2211957
173585,3447,2782685
64347,4622911,721196
143406,300290,382323
160292,774290,1324483
160541,2774238,258786
40799,2334772,1458147
158923,2544153,1464660
122308,4511255,1617555
184241,2638371,950834
153662,3405078,2758130
29446,4256064,168306
94680,4680984,2315666
81146,2406055,1389314
52457,4303710,3128254
120887,2265641,56793
197120,2972143,652357
42175,3878255,2033275
104627,858479,2879384
133611,2436092,3200846
113129,4056636,3295475
62413,4966978,2734237
111762,2749454,1029578
39229,1438555,356151
4621,2462505,1721112
188523,1390252,952874
187367,115837,3259337
169479,2218280,186228
187962,3496393,3127045
2162,2541968,2704378
133864,1209759,480873
42049,3068409,2169656
115506,4200381,2559579
173631,3140110,1067519
22587,4136151,2924441
92605,994423,229264
186885,849905,450560
186773,3105698,3281525
37916,3872757,785407
168130,606201,2879701
30239,3345095,2781837
88724,1154001,2812679
47149,586866,256847
189055,1198319,1101616
122248,1325649,2489511
150466,3818023,1112503
40763,2921168,1640026
90425,4901618,2409907
104067,4287527,510010
62426,2841121,244962
95860,4985357,2291063
118413,625452,1032588
95249,4915837,2079359
99961,4443363,715119
161653,4558017,593728
145104,1669336,1845097
32949,2563279,323799
21481,2097604,510856
32773,4172946,2769112
4405,3149067,1476880
92148,2953228,1215085
171620,3300962,490807
83182,419934,2668323
191675,1065098,2699345
70939,1371206,1878745
38034,3589546,777707
61207,4727734,2973519
88573,2453186,38883
143530,2631072,1284597
79557,1372911,3263381
186966,18667,2802530
35368,3264025,3219600
157654,4382828,1183825
35324,722059,717067
169040,3442289,101433
68513,1383212,1178886
84060,4647139,2805954
122660,4559605,1333389
54100,197015,2198613
103923,1942921,1427229
37220,951762,2186406
67182,4145085,1916058
71821,1084824,1477278
46206,1106102,631317
12945,1385444,2240578
36722,1834402,2634350
126901,2360452,1173373
158035,4154141,2246232
729,2620464,896690
194751,4626483,2649014
14151,2496715,1199722
91241,2550418,3013364
110090,4512449,1664279
168431,872240,658850
57736,760853,3234972
152714,4439456,172646
98648,3169300,1598575
129616,2814635,115965
145848,4556959,379741
57355,3318853,3079258
121287,1981924,1115593
49684,2992351,3395306
176571,1218860,844185
114572,3744065,2510433
84655,3361610,3152724
109316,767536,1339696
178670,252779,3124233
71781,3394413,442203
164505,1036207,2527048
105125,4691702,3014663
16302,4686445,2634636
20459,2743596,952854
63881,840132,853444
86203,3066831,1614588
70125,1075239,2942562
72406,3444903,317574
189625,3537874,552754
18359,4536719,849427
79834,4766713,2930678
47216,333633,2044290
13401,2914278,1454764
81612,2210353,600251
184575,3072948,3210150
171068,4628710,1179424
142897,4527419,3053518
140480,744764,2874119
186326,4091836,2367355
26367,4528202,1358503
171799,2870321,2910817
71846,4574090,2345339
3883,823472,1275831
105411,780941,3370553
168666,4509122,153461
177413,2293228,1255249
14520,520345,1110405
145936,1998438,400855
128504,104125,3323724
195269,2322939,1486449
154809,4595564,1097254
166558,2963200,1772659
138093,1119120,1501827
132816,1450841,2943652
164493,2329046,1500157
181515,4326797,112271
149343,4552716,1471025
33103,4665155,2857595
195713,4374185,1394202
170968,123408,3000200
96694,2156967,1248795
121996,1971064,3233716
56990,1369697,3153568
178066,379092,2888532
80572,2809380,1502847
180999,5051214,1827818
2595,2675251,1611711
197257,1802246,943451
66873,859438,894885
43752,4454327,1197462
188571,3064767,1572770
84391,3228113,2857443
30675,3715771,1877493
26138,4572151,1403414
108884,801359,3294054
165149,1136273,1602320
180938,4788884,2182703
135544,3016167,608533
16433,3691468,895383
141244,1385438,2655675
75912,3178977,1066158
77172,2835215,2853143
17394,2983024,856574
28916,2644959,2324228
46871,4404864,1831252
103299,783986,3113393
139112,547840,3049717
78945,444087,2887505
30822,4370138,1329545
107274,2808508,835328
161823,853915,335068
161023,4706522,1823787
18573,2778766,77182
38505,4585495,42024
47514,4887920,3262384
36540,2018946,2697143
13670,4423928,603563
101369,39721,2360342
43028,4324479,2293858
52237,4449005,1025011
15104,4434756,506915
156117,1039677,2299903
52519,1694388,1538126
112846,554383,2507399
124948,4869317,3248735
132022,218948,2997918
196814,4358978,2595782
48891,4840827,1722580
112012,4322939,2673371
51092,2329999,1413554
25069,2502212,1340827
169111,1629769,2229872
35243,1675300,1987583
186114,4531436,51680
76102,4177747,3032465
14011,4166020,2319904
136616,876317,531975
105702,4499974,102630
110343,2565890,1283360
150228,663478,2309184
73153,2796615,2588737
119006,4548363,7521
2984,3646914,3019441
162806,761626,1348219
104842,703956,1376055
41887,2977415,587337
12979,2753742,3091906
136456,2388376,848698
111017,2596807,2587022
149928,2040824,1141455
196938,166194,3084812
30172,2767385,108109
5611,2522242,156396
178425,168014,2501460
9142,2204594,132629
157382,4086121,3036500
26963,2925045,1013806
47457,4803870,2316650
188705,4532383,1352987
30105,2649986,1593423
78657,730593,3178374
167528,3898975,673601
175469,4478206,134355
108154,1733457,1286001
24397,3025152,1197726
180570,1777528,245690
18374,3250752,1725270
68541,3049630,269252
192800,3083667,188323
29113,2809193,1409328
46385,2808042,3112359
